32.87169166	-117.23721155	dot1	blue	1
32.81200155	-117.26923051	dot1	blue	2
32.84948763	-117.27503411	dot1	blue	3
32.81388662	-117.26934557	dot1	blue	4
32.85969269	-117.24153164	dot1	blue	5
32.84578261	-117.27653116	dot1	blue	6
32.86080092	-117.2486548	dot1	blue	7
32.85892353	-117.24907525	dot1	blue	8
32.80808978	-117.26221105	dot1	blue	9
32.81371182	-117.26933345	dot1	blue	10
32.82346938	-117.24858844	dot1	blue	11
32.83497413	-117.24864351	dot1	blue	12
32.81899764	-117.24011712	dot1	blue	13
32.8622628	-117.2390216	dot1	blue	14
32.83498938	-117.24901626	dot1	blue	15
32.83528288	-117.24864225	dot1	blue	16
32.82096611	-117.27527286	dot1	blue	17
32.84521506	-117.27839448	dot1	blue	18
32.82178752	-117.24920495	dot1	blue	19
32.81912538	-117.24633066	dot1	blue	20
32.81274901	-117.26729986	dot1	blue	21
32.82151433	-117.24439591	dot1	blue	22
32.86727021	-117.24068918	dot1	blue	23
32.86381975	-117.24421117	dot1	blue	24
32.83438112	-117.28079593	dot1	blue	25
32.83125946	-117.27885814	dot1	blue	26
32.87229202	-117.23800949	dot1	blue	27
32.84249402	-117.25401539	dot1	blue	28
32.85023852	-117.25608153	dot1	blue	29
32.85203383	-117.25582498	dot1	blue	30
32.81122292	-117.26620963	dot1	blue	31
32.85384407	-117.25406628	dot1	blue	32
32.81107745	-117.26650009	dot1	blue	33
32.81125096	-117.26649589	dot1	blue	34
32.81635975	-117.26319363	dot1	blue	35
32.85372127	-117.25407567	dot1	blue	36
32.83079268	-117.25303889	dot1	blue	37
32.85385778	-117.25645134	dot1	blue	38
32.84467243	-117.26991568	dot1	blue	39
32.84467295	-117.27021662	dot1	blue	40
32.84237391	-117.27323566	dot1	blue	41
32.82415164	-117.25532558	dot1	blue	42
32.84491438	-117.26998271	dot1	blue	43
32.80789675	-117.26251036	dot1	blue	44
32.82090286	-117.24189563	dot1	blue	45
32.8600944	-117.24902211	dot1	blue	46
32.88299615	-117.24753283	dot1	blue	47
32.81133862	-117.26533878	dot1	blue	48
32.85092331	-117.25599631	dot1	blue	49
32.82005883	-117.27327259	dot1	blue	50
32.83319823	-117.27111372	dot1	blue	51
32.81964893	-117.27345455	dot1	blue	52
32.82393714	-117.27931307	dot1	blue	53
32.83266854	-117.28040591	dot1	blue	54
